Czas;Kierunek;Rejs;;Lotnisko wylotowe
23:44;DUBLIN;FR3096;;"SSZ"
23:51;KRAKOW;FR6231;;"SSZ"
08:48;WARSZAWA;LO3932;;"SSZ"
09:23;LIVERPOOL;FR9677;;"SSZ"
10:04;OSLO TORP;W6 2151;;"SSZ"
