Czas;Kierunek;Rejs;;Lotnisko wylotowe
06:25;BARCELONA;FR 6945;;"WMI"
06:50;BARI;FR 4237;;"WMI"
07:00;WENECJA TREVISO;FR 1460;;"WMI"
09:20;PALMA DE MALLORCA;FR 4387;;"WMI"
10:25;LONDYN STANSTED;FR 1835;;"WMI"
11:05;DUBLIN;FR 1924;;"WMI"
11:30;PARYŻ BEAUVAIS;FR 1888;;"WMI"
12:40;NEAPOL;FR 4553;;"WMI"
13:55;BUDAPESZT;FR 1922;;"WMI"
