Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
15:30;Londyn - Stansted;RYANAIR;FR 2472;;"KTW"
16:15;Larnaka;WIZZ AIR;W6 1251;;"KTW"
16:45;Hurghada;LOT;LO 6677;;"KTW"
18:20;Trapani;RYANAIR;FR 3647;;"KTW"
18:20;Warszawa;LOT;LO 3886;;"KTW"
18:20;Alicante;WIZZ AIR;W6 1075;;"KTW"
