Data;Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
2025-04-09;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-09;05:45;Liverpool;WIZZ AIR;W6 1611;;"GDN"
2025-04-09;05:50;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-09;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-09;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-09;06:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-09;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-09;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-09;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-09;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-09;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-09;07:10;Aberdeen;WIZZ AIR;W6 1617;;"GDN"
2025-04-09;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-09;07:20;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-09;07:35;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-09;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-09;09:35;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-09;10:00;Paryż beauvais;WIZZ AIR;W6 1631;;"GDN"
2025-04-09;10:05;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-09;10:10;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-09;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-09;11:25;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-09;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-09;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-09;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-09;12:35;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-09;12:45;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-09;13:00;Antalia;;ENT4573;;"GDN"
2025-04-09;13:00;Sztokholm arlanda;WIZZ AIR;W6 1733;;"GDN"
2025-04-09;13:05;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-09;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-09;13:35;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-09;13:45;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-09;13:55;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-09;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-09;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-09;14:30;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-09;14:35;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-09;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-09;14:50;Zurych;;LX 1381;;"GDN"
2025-04-09;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-09;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-09;16:15;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-09;16:50;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-09;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-09;17:00;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-09;17:20;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-09;18:10;Larnaka;WIZZ AIR;W6 1791;;"GDN"
2025-04-09;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-09;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-09;18:25;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-09;18:45;Ryga;RYANAIR;FR 6370;;"GDN"
2025-04-09;19:05;Rzym fiumicino;WIZZ AIR;W6 1699;;"GDN"
2025-04-09;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-09;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-09;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-09;20:30;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-09;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-09;22:00;Oslo gardermoen;Norwegian;DY 1055;;"GDN"
2025-04-09;22:40;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-09;22:50;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-09;23:00;Zadar;RYANAIR;FR 8677;;"GDN"
2025-04-10;01:40;Hurghada;;ENT4037;;"GDN"
2025-04-10;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-10;05:45;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-10;05:45;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-10;05:45;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-10;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-10;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-10;06:00;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-10;06:05;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-10;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-10;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-10;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-10;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-10;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-10;06:45;Belfast;RYANAIR;FR 9608;;"GDN"
2025-04-10;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-10;07:20;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-10;07:25;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-10;07:40;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-10;08:00;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-10;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-10;08:50;Bratysława;RYANAIR;FR 6827;;"GDN"
2025-04-10;09:40;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-10;09:40;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-10;10:05;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-10;10:05;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-10;10:10;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-10;10:15;Londyn stansted;;RK 544;;"GDN"
2025-04-10;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-10;11:30;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-10;11:50;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-10;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-10;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-10;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-10;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-10;16:45;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-10;16:50;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-10;17:15;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-10;18:00;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-10;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-10;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-10;18:30;Barcelona el prat;WIZZ AIR;W6 1705;;"GDN"
2025-04-10;18:55;Alicante;WIZZ AIR;W6 1707;;"GDN"
2025-04-10;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-10;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-10;20:10;Pafos;RYANAIR;FR 3553;;"GDN"
2025-04-10;20:10;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-10;20:20;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-10;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-10;21:45;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-10;21:50;Oslo gardermoen;Norwegian;DY 1055;;"GDN"
2025-04-10;22:10;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-10;22:40;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-10;23:00;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-11;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-11;05:45;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-11;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-11;05:45;Liverpool;WIZZ AIR;W6 1611;;"GDN"
2025-04-11;05:50;Barcelona el prat;RYANAIR;FR 334;;"GDN"
2025-04-11;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-11;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-11;06:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-11;06:05;Bergen;WIZZ AIR;W6 1757;;"GDN"
2025-04-11;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-11;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-11;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-11;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-11;06:40;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-11;09:35;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-11;10:05;Paryż beauvais;WIZZ AIR;W6 1631;;"GDN"
2025-04-11;10:10;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-11;10:55;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-11;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-11;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-11;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-11;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-11;12:50;Bergen;Norwegian;DY 1031;;"GDN"
2025-04-11;12:50;Neapol;RYANAIR;FR 1896;;"GDN"
2025-04-11;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-11;13:15;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-11;13:15;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-11;13:20;Kopenhaga;RYANAIR;FR 6853;;"GDN"
2025-04-11;13:35;Brindisi;RYANAIR;FR 3521;;"GDN"
2025-04-11;13:35;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-11;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-11;14:25;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-11;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-11;14:35;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-11;14:35;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-11;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-11;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-11;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-11;16:40;Malaga;WIZZ AIR;W6 1613;;"GDN"
2025-04-11;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-11;17:10;Paryż beauvais;RYANAIR;FR 8943;;"GDN"
2025-04-11;17:50;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-11;18:00;Aberdeen;WIZZ AIR;W6 1617;;"GDN"
2025-04-11;18:00;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-11;18:10;Larnaka;WIZZ AIR;W6 1791;;"GDN"
2025-04-11;18:15;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-11;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-11;18:40;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-11;19:05;Rzym fiumicino;WIZZ AIR;W6 1699;;"GDN"
2025-04-11;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-11;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-11;19:50;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-11;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-11;20:25;Londyn stansted;RYANAIR;FR 592;;"GDN"
2025-04-11;20:30;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-11;22:25;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-11;23:55;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-12;00:30;Marsa alam;;ENT4285;;"GDN"
2025-04-12;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-12;05:45;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-12;05:45;Lublin;RYANAIR;FR 6111;;"GDN"
2025-04-12;05:45;Leeds;WIZZ AIR;W6 1615;;"GDN"
2025-04-12;05:55;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-12;05:55;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-12;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-12;06:00;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-12;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-12;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-12;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-12;06:25;Malta;RYANAIR;FR 5208;;"GDN"
2025-04-12;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-12;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-12;07:10;Oslo torp;RYANAIR;FR 4942;;"GDN"
2025-04-12;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-12;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-12;07:30;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-12;07:30;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-12;08:45;Dusseldorf;EUROWINGS;EW 9737;;"GDN"
2025-04-12;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-12;09:10;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-12;10:20;Alesund vigra;WIZZ AIR;W6 1765;;"GDN"
2025-04-12;10:30;Antalia;;ENT7935;;"GDN"
2025-04-12;10:55;Piza;RYANAIR;FR 4442;;"GDN"
2025-04-12;11:05;Växjö-smaland;RYANAIR;FR 7271;;"GDN"
2025-04-12;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-12;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-12;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-12;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-12;12:10;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-12;13:00;Teneryfa południe;WIZZ AIR;W6 1709;;"GDN"
2025-04-12;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-12;14:15;Marsa alam;;ENT7843;;"GDN"
2025-04-12;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-12;14:25;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-12;14:40;Podgorica;RYANAIR;FR 1936;;"GDN"
2025-04-12;14:40;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-12;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-12;15:05;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-12;15:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-12;16:25;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-12;16:30;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-12;16:40;Malaga;RYANAIR;FR 9918;;"GDN"
2025-04-12;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-12;17:05;Alicante;RYANAIR;FR 1425;;"GDN"
2025-04-12;17:05;Tromso;WIZZ AIR;W6 1771;;"GDN"
2025-04-12;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-12;18:25;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-12;18:30;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-12;18:30;Barcelona el prat;WIZZ AIR;W6 1705;;"GDN"
2025-04-12;18:50;Bristol;RYANAIR;FR 8255;;"GDN"
2025-04-12;18:55;Alicante;WIZZ AIR;W6 1707;;"GDN"
2025-04-12;19:05;Dublin;RYANAIR;FR 7441;;"GDN"
2025-04-12;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-12;19:20;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-12;19:55;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-12;20:25;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-12;20:40;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-12;20:45;Antalia;;ENT7061;;"GDN"
2025-04-12;21:00;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-12;21:25;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-12;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-12;22:00;Londyn stansted;RYANAIR;FR 592;;"GDN"
2025-04-12;23:00;Ryga;RYANAIR;FR 6370;;"GDN"
2025-04-12;23:10;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-12;23:35;Bratysława;RYANAIR;FR 6827;;"GDN"
2025-04-13;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-13;05:45;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-13;05:45;Cork;RYANAIR;FR 8782;;"GDN"
2025-04-13;05:50;Neapol;RYANAIR;FR 1896;;"GDN"
2025-04-13;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-13;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-13;06:05;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-13;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-13;06:15;Haugesund;WIZZ AIR;W6 1749;;"GDN"
2025-04-13;06:20;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-13;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-13;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-13;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-13;06:40;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-13;06:45;Antalia;;ENT4555;;"GDN"
2025-04-13;06:50;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-13;07:10;Trondheim;WIZZ AIR;W6 1761;;"GDN"
2025-04-13;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-13;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-13;09:40;Barcelona el prat;RYANAIR;FR 334;;"GDN"
2025-04-13;10:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-13;10:05;Turku;WIZZ AIR;W6 1751;;"GDN"
2025-04-13;10:20;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-13;10:20;Brindisi;RYANAIR;FR 3521;;"GDN"
2025-04-13;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-13;11:40;Madera;WIZZ AIR;W6 1715;;"GDN"
2025-04-13;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-13;11:55;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-13;12:00;Newcastle;RYANAIR;FR 6103;;"GDN"
2025-04-13;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-13;12:10;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-13;12:25;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-13;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-13;12:55;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-13;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-13;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-13;14:20;Londyn luton;WIZZ AIR;W6 1603;;"GDN"
2025-04-13;14:30;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-13;14:35;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-13;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-13;15:20;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-13;15:25;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-13;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-13;15:50;Dublin;RYANAIR;FR 1909;;"GDN"
2025-04-13;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-13;16:50;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-13;16:50;Reykjavik keflavik;WIZZ AIR;W6 1773;;"GDN"
2025-04-13;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-13;17:15;Skelleftea;RYANAIR;FR 8588;;"GDN"
2025-04-13;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-13;18:25;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-13;18:25;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-13;18:25;Barcelona el prat;WIZZ AIR;W6 1705;;"GDN"
2025-04-13;18:50;Praga;RYANAIR;FR 1920;;"GDN"
2025-04-13;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-13;19:20;Mediolan malpensa;WIZZ AIR;W6 1713;;"GDN"
2025-04-13;19:25;Helsinki;FINNAIR;AY 1174;;"GDN"
2025-04-13;19:25;Zurych;;LX 1381;;"GDN"
2025-04-13;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-13;20:20;Sztokholm arlanda;WIZZ AIR;W6 1733;;"GDN"
2025-04-13;20:20;Goteborg;WIZZ AIR;W6 1735;;"GDN"
2025-04-13;20:30;Sztokholm arlanda;RYANAIR;FR 4679;;"GDN"
2025-04-13;21:25;Warszawa;LOT;LO3826;;"GDN"
2025-04-13;21:50;Goteborg;RYANAIR;FR 6095;;"GDN"
2025-04-13;22:35;Oslo gardermoen;Norwegian;DY 1057;;"GDN"
2025-04-14;05:40;Warszawa;LOT;LO3828;;"GDN"
2025-04-14;05:45;Londyn stansted;RYANAIR;FR 544;;"GDN"
2025-04-14;05:45;Liverpool;WIZZ AIR;W6 1611;;"GDN"
2025-04-14;06:00;Monachium;LUFTHANSA;LH 1647;;"GDN"
2025-04-14;06:00;Kopenhaga;SAS;SK 1758;;"GDN"
2025-04-14;06:00;Oslo torp;WIZZ AIR;W6 1743;;"GDN"
2025-04-14;06:05;Bergen;WIZZ AIR;W6 1757;;"GDN"
2025-04-14;06:10;Sztokholm arlanda;WIZZ AIR;W6 1731;;"GDN"
2025-04-14;06:15;Wenecja treviso;RYANAIR;FR 1969;;"GDN"
2025-04-14;06:20;Mediolan bergamo;RYANAIR;FR 9094;;"GDN"
2025-04-14;06:20;Amsterdam;KLM;KL 1302;;"GDN"
2025-04-14;06:20;Londyn luton;WIZZ AIR;W6 1601;;"GDN"
2025-04-14;06:25;Frankfurt;LUFTHANSA;LH 1383;;"GDN"
2025-04-14;06:40;Stavanger;WIZZ AIR;W6 1747;;"GDN"
2025-04-14;07:15;Dortmund;WIZZ AIR;W6 1661;;"GDN"
2025-04-14;07:20;Paryż beauvais;RYANAIR;FR 8987;;"GDN"
2025-04-14;07:30;Sztokholm arlanda;RYANAIR;FR 4617;;"GDN"
2025-04-14;07:35;Manchester;RYANAIR;FR 4095;;"GDN"
2025-04-14;08:35;Kraków;RYANAIR;FR 236;;"GDN"
2025-04-14;08:45;Warszawa;LOT;LO3832;;"GDN"
2025-04-14;09:40;Edynburg;RYANAIR;FR 6123;;"GDN"
2025-04-14;10:00;Paryż beauvais;WIZZ AIR;W6 1631;;"GDN"
2025-04-14;10:15;Kopenhaga;SAS;SK 756;;"GDN"
2025-04-14;10:55;Zadar;RYANAIR;FR 8677;;"GDN"
2025-04-14;10:55;Hamburg;WIZZ AIR;W6 1675;;"GDN"
2025-04-14;11:00;Oslo torp;RYANAIR;FR 3277;;"GDN"
2025-04-14;11:15;Bergen;WIZZ AIR;W6 1745;;"GDN"
2025-04-14;11:30;Kopenhaga;RYANAIR;FR 6844;;"GDN"
2025-04-14;11:50;Amsterdam;KLM;KL 1304;;"GDN"
2025-04-14;11:55;Wrocław;RYANAIR;FR 4106;;"GDN"
2025-04-14;12:00;Helsinki;FINNAIR;AY 1176;;"GDN"
2025-04-14;12:00;Warszawa;LOT;LO3836;;"GDN"
2025-04-14;12:10;Sharm el sheikh;;U57227;;"GDN"
2025-04-14;12:25;Kopenhaga;WIZZ AIR;W6 1741;;"GDN"
2025-04-14;12:45;Rzym ciampino;RYANAIR;FR 9922;;"GDN"
2025-04-14;12:50;Bergen;Norwegian;DY 1031;;"GDN"
2025-04-14;13:05;Oslo gardermoen;Norwegian;DY 1053;;"GDN"
2025-04-14;13:10;Monachium;LUFTHANSA;LH 1643;;"GDN"
2025-04-14;13:30;Londyn stansted;RYANAIR;FR 532;;"GDN"
2025-04-14;14:15;Leeds;RYANAIR;FR 1504;;"GDN"
2025-04-14;14:20;Amsterdam;KLM;KL 1306;;"GDN"
2025-04-14;14:25;Frankfurt;LUFTHANSA;LH 1379;;"GDN"
2025-04-14;14:35;Eindhoven;WIZZ AIR;W6 1641;;"GDN"
2025-04-14;14:50;Warszawa;LOT;LO3838;;"GDN"
2025-04-14;15:00;Pafos;RYANAIR;FR 3553;;"GDN"
2025-04-14;15:00;Belfast;;RK 9608;;"GDN"
2025-04-14;15:15;Aarhus;RYANAIR;FR 4970;;"GDN"
2025-04-14;15:40;Kopenhaga;SAS;SK 760;;"GDN"
2025-04-14;16:05;Oslo gardermoen;WIZZ AIR;W6 1783;;"GDN"
2025-04-14;16:10;Hamburg;RYANAIR;FR 6119;;"GDN"
2025-04-14;16:40;Neapol;RYANAIR;FR 1896;;"GDN"
2025-04-14;16:40;Malaga;WIZZ AIR;W6 1613;;"GDN"
2025-04-14;16:55;Monachium;LUFTHANSA;LH 1645;;"GDN"
2025-04-14;18:00;Aberdeen;WIZZ AIR;W6 1617;;"GDN"
2025-04-14;18:05;Mediolan bergamo;RYANAIR;FR 3279;;"GDN"
2025-04-14;18:10;Larnaka;WIZZ AIR;W6 1791;;"GDN"
2025-04-14;18:20;Warszawa;LOT;LO3816;;"GDN"
2025-04-14;18:25;Amsterdam;KLM;KL 1308;;"GDN"
2025-04-14;18:35;Brindisi;RYANAIR;FR 3521;;"GDN"
2025-04-14;18:45;Londyn stansted;RYANAIR;FR 592;;"GDN"
2025-04-14;19:05;Rzym fiumicino;WIZZ AIR;W6 1699;;"GDN"
2025-04-14;19:15;Londyn luton;WIZZ AIR;W6 1607;;"GDN"
2025-04-14;19:25;Kopenhaga;SAS;SK 758;;"GDN"
2025-04-14;19:35;Goteborg;RYANAIR;FR 6095;;"GDN"
