Czas;Kierunek;Rejs;;Lotnisko wylotowe
15:50;BRUKSELA CHARLEROI;FR 628;;"WMI"
16:05;LONDYN STANSTED;FR 1835;;"WMI"
19:00;SALONIKI;FR 4389;;"WMI"
20:15;ZEMUNIK-ZADAR;FR 5750;;"WMI"
20:50;MEDIOLAN BERGAMO;FR 1904;;"WMI"
22:30;EDYNBURG;FR 4525;;"WMI"
05:45;CATANIA;FR 5440;;"WMI"
06:25;BRUKSELA CHARLEROI;FR 628;;"WMI"
06:50;BUDAPESZT;FR 1922;;"WMI"
07:00;PAPHOS;FR 4177;;"WMI"
