Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
11:55;Warszawa;LOT;LO 3882;;"KTW"
12:30;Barcelona;WIZZ AIR;W6 1175;;"KTW"
12:50;Madera;WIZZ AIR;W6 1029;;"KTW"
13:05;Malta;RYANAIR;FR 4101;;"KTW"
13:05;Teneryfa;WIZZ AIR;W6 1081;;"KTW"
13:20;Antalia;MAVI GOK AIRLINES;4M 874;;"KTW"
