Czas;Kierunek;Rejs;;Lotnisko wylotowe
05:45;RZYM CIAMPINO;FR 3866;;"WMI"
05:45;RODOS;FR 7492;;"WMI"
06:45;HELSINKI;FR 9318;;"WMI"
07:05;LONDYN STANSTED;FR 2282;;"WMI"
11:05;EINDHOVEN;FR 4022;;"WMI"
11:50;BUDAPESZT;FR 1922;;"WMI"
12:05;LIZBONA;FR 2263;;"WMI"
12:45;SZTOKHOLM ARLANDA;FR 1944;;"WMI"
13:05;KORFU;FR 1697;;"WMI"
13:10;TENERYFA;FR 6121;;"WMI"
