Czas;Kierunek;Rejs;;Lotnisko wylotowe
23:40;DUBLIN;FR3096;;"SSZ"
23:45;KRAKOW;FR6231;;"SSZ"
08:50;WARSZAWA;LO3932;;"SSZ"
09:10;LIVERPOOL;FR9677;;"SSZ"
10:05;OSLO TORP;W6 2151;;"SSZ"
