Czas;Kierunek;Rejs;;Lotnisko wylotowe
06:05;DUBLIN;FR 4544;;"WMI"
06:40;RZYM CIAMPINO;FR 3866;;"WMI"
07:15;MALTA;FR 9259;;"WMI"
09:45;ALICANTE;FR 1001;;"WMI"
11:05;HELSINKI;FR 9318;;"WMI"
12:25;LIZBONA;FR 2263;;"WMI"
12:40;SZTOKHOLM ARLANDA;FR 1944;;"WMI"
13:20;BUDAPESZT;FR 1922;;"WMI"
13:40;PARYŻ BEAUVAIS;FR 1888;;"WMI"
14:55;RZYM CIAMPINO;FR 7026;;"WMI"
15:50;BRUKSELA CHARLEROI;FR 628;;"WMI"
16:05;LONDYN STANSTED;FR 1835;;"WMI"
