Czas;Kierunek;Rejs;;Lotnisko wylotowe
08:40;MADRYT;FR 1063;;"WMI"
09:05;KOPENHAGA;FR 9750;;"WMI"
11:00;WENECJA TREVISO;FR 1460;;"WMI"
11:30;BUDAPESZT;FR 1922;;"WMI"
12:00;BARI;FR 4237;;"WMI"
12:40;MEDIOLAN BERGAMO;FR 1904;;"WMI"
16:45;EDYNBURG;FR 4525;;"WMI"
17:20;BIRMINGHAM;FR 8084;;"WMI"
17:45;DUBLIN;FR 1924;;"WMI"
17:50;RZYM CIAMPINO;FR 7026;;"WMI"
19:00;NEAPOL;FR 4553;;"WMI"
19:50;LONDYN STANSTED;FR 1022;;"WMI"
