Czas;Kierunek;Rejs;;Lotnisko wylotowe
08:50;WARSZAWA;LO3932;;"SSZ"
09:22;LIVERPOOL;FR9677;;"SSZ"
10:05;OSLO TORP;W6 2151;;"SSZ"
13:45;WARSZAWA;LO3934;;"SSZ"
14:55;LONDYN STANSTED;FR2467;;"SSZ"
