Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
10:00;Teneryfa;ENTER AIR;ENT 1543;;"KTW"
10:05;Frankfurt;LUFTHANSA;LH 1385;;"KTW"
10:50;Eindhoven;WIZZ AIR;W6 1071;;"KTW"
11:10;Bari;RYANAIR;FR 3942;;"KTW"
12:30;Barcelona;WIZZ AIR;W6 1175;;"KTW"
12:35;Rzym - Fiumicino;WIZZ AIR;W6 1045;;"KTW"
