Czas;Kierunek;Rejs;;Lotnisko wylotowe
08:51;WARSZAWA;LO3932;;"SSZ"
10:12;OSLO TORP;W6 2151;;"SSZ"
13:35;WARSZAWA;LO3934;;"SSZ"
15:12;LIVERPOOL;FR9677;;"SSZ"
16:40;WARSZAWA;LO3938;;"SSZ"
