Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
17:20;Oslo Gardermoen;RYANAIR;FR 7100;;"KTW"
18:00;Bruksela;RYANAIR;FR 6264;;"KTW"
18:20;Warszawa;LOT;LO 3886;;"KTW"
19:55;Reggio Calabria;RYANAIR;FR 7104;;"KTW"
20:00;Rzym - Fiumicino;WIZZ AIR;W6 1045;;"KTW"
20:15;Split;WIZZ AIR;W6 1267;;"KTW"
