Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
13:20;Oslo Gardermoen;RYANAIR;FR 7100;;"KTW"
13:30;Dżerba;NOUVELAIR;BJ 7693;;"KTW"
13:30;Dortmund;WIZZ AIR;W6 1093;;"KTW"
14:30;Hurghada;SKYLINE EXPRESS AIRLINES;QU 9121;;"KTW"
14:45;Frankfurt;AIR DOLOMITI;EN 8761;;"KTW"
14:55;Warszawa;LOT;LO 3884;;"KTW"
