Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
03:30;Marsa Alam;SKYLINE EXPRESS AIRLINES;QU 9177;;"KTW"
03:55;Hurghada;ENTER AIR;ENT 4035;;"KTW"
05:40;Warszawa;LOT;LO 3880;;"KTW"
05:45;Rzym - Fiumicino;RYANAIR;FR 4113;;"KTW"
05:45;Pafos;RYANAIR;FR 6393;;"KTW"
06:00;Katania;WIZZ AIR;W6 1043;;"KTW"
