Czas;Kierunek;Rejs;;Lotnisko wylotowe
16:40;RODOS;FR 7492;;"WMI"
19:00;DUBLIN;FR 1924;;"WMI"
19:45;TIRANA;FR 8414;;"WMI"
20:20;BOLONIA;FR 1942;;"WMI"
06:05;DUBLIN;FR 4544;;"WMI"
06:40;RZYM CIAMPINO;FR 3866;;"WMI"
07:15;MALTA;FR 9259;;"WMI"
