Data;Czas;Kierunek;Przewoznik;Rejs;Status;;Lotnisko wylotowe
2025-04-13;11:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-13;11:30;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-13;12:00;BARI;;FR 4237;0;;"WMI"
2025-04-13;12:40;MEDIOLAN BERGAMO;;FR 1904;0;;"WMI"
2025-04-13;16:45;EDYNBURG;;FR 4525;0;;"WMI"
2025-04-13;17:20;BIRMINGHAM;;FR 8084;0;;"WMI"
2025-04-13;17:45;DUBLIN;;FR 1924;0;;"WMI"
2025-04-13;17:50;RZYM CIAMPINO;;FR 7026;0;;"WMI"
2025-04-13;19:00;NEAPOL;;FR 4553;0;;"WMI"
2025-04-13;19:50;LONDYN STANSTED;;FR 1022;0;;"WMI"
2025-04-14;05:45;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-14;05:45;RODOS;;FR 7492;0;;"WMI"
2025-04-14;06:45;HELSINKI;;FR 9318;0;;"WMI"
2025-04-14;07:05;LONDYN STANSTED;;FR 2282;0;;"WMI"
2025-04-14;11:05;EINDHOVEN;;FR 4022;0;;"WMI"
2025-04-14;11:50;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-14;12:05;LIZBONA;;FR 2263;0;;"WMI"
2025-04-14;12:45;SZTOKHOLM ARLANDA;;FR 1944;0;;"WMI"
2025-04-14;13:05;KORFU;;FR 1697;0;;"WMI"
2025-04-14;13:10;TENERYFA;;FR 6121;0;;"WMI"
2025-04-14;16:30;ALICANTE;;FR 1001;0;;"WMI"
2025-04-14;17:20;SALONIKI;;FR 4389;0;;"WMI"
2025-04-14;18:40;BOLONIA;;FR 1942;0;;"WMI"
2025-04-14;22:05;DUBLIN;;FR 1924;0;;"WMI"
2025-04-15;06:25;BARCELONA;;FR 6945;0;;"WMI"
2025-04-15;06:50;BARI;;FR 4237;0;;"WMI"
2025-04-15;07:00;WENECJA TREVISO;;FR 1460;0;;"WMI"
2025-04-15;09:20;PALMA DE MALLORCA;;FR 4387;0;;"WMI"
2025-04-15;10:25;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-15;11:05;DUBLIN;;FR 1924;0;;"WMI"
2025-04-15;11:30;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-15;12:40;NEAPOL;;FR 4553;0;;"WMI"
2025-04-15;13:55;BUDAPESZT;;FR 1922;0;;"WMI"
2025-04-15;17:15;MALTA;;FR 9259;0;;"WMI"
2025-04-15;17:20;PORTO;;FR 4533;0;;"WMI"
2025-04-15;17:50;ALICANTE;;FR 1001;0;;"WMI"
2025-04-15;18:15;ZEMUNIK-ZADAR;;FR 5750;0;;"WMI"
2025-04-16;05:45;PARYŻ BEAUVAIS;;FR 1888;0;;"WMI"
2025-04-16;05:45;CATANIA;;FR 5440;0;;"WMI"
2025-04-16;06:05;BURGAS;;FR 3371;0;;"WMI"
2025-04-16;06:35;RZYM CIAMPINO;;FR 3866;0;;"WMI"
2025-04-16;10:00;SEWILLA-SAN PABLO;;RR 9457;0;;"WMI"
2025-04-16;10:05;LONDYN STANSTED;;FR 1835;0;;"WMI"
2025-04-16;11:15;WENECJA TREVISO;;FR 1460;0;;"WMI"
