Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
15:45;Londyn - Stansted;RYANAIR;FR 2472;;"KTW"
15:45;Oslo Gardermoen;RYANAIR;FR 7100;;"KTW"
16:00;Dortmund;WIZZ AIR;W6 1093;;"KTW"
18:25;Antalia;CORENDON AIRLINES;XC 8138;;"KTW"
19:15;Wenecja - Treviso;RYANAIR;FR 2382;;"KTW"
19:40;Londyn - Luton;WIZZ AIR;W6 1005;;"KTW"
