Czas;Kierunek;Przewoznik;Rejs;;Lotnisko wylotowe
13:05;Malta;RYANAIR;FR 4101;;"KTW"
13:05;Teneryfa;WIZZ AIR;W6 1081;;"KTW"
13:20;Antalia;MAVI GOK AIRLINES;4M 874;;"KTW"
14:45;Frankfurt;AIR DOLOMITI;EN 8761;;"KTW"
15:00;Mediolan - Bergamo;RYANAIR;FR 3412;;"KTW"
15:10;Warszawa;LOT;LO 3884;;"KTW"
